电流,电压,电功,热功,温度
3.895397353,448.4100271,1.746735233,0.205695047,78.81118397
5.15143155,445.5711449,2.295329253,0.286642492,78.80318621
5.7474518,444.4296627,2.554338065,0.326367616,78.80082718
6.017595484,443.9449474,2.67148111,0.344624452,78.80016236
6.288079107,443.4779098,2.788624179,0.363051671,78.79965219
6.558891321,443.0271985,2.905767247,0.381643585,78.79929945
7.621666426,441.3995592,3.364200201,0.455888839,78.79946341
8.214779849,440.5745263,3.61922274,0.498143283,78.80062544
8.267489453,440.5037319,3.641859958,0.501924874,78.80076595
8.429684811,440.288324,3.711491797,0.513587689,78.80123691
8.740652295,439.8852807,3.844884288,0.536056581,78.80230276
9.201760696,439.310282,4.042428086,0.569626958,78.80427829
10.23795882,438.1066899,4.485318248,0.646094223,78.81045116
12.01776169,436.280228,5.243111811,0.780363507,78.82669886
12.70852872,435.6402671,5.536346848,0.833350859,78.83478203
12.84876203,435.5101872,5.595766756,0.844217903,78.83570091
12.98904271,435.3813278,5.655186664,0.855108695,78.83664209
13.12937,435.2536772,5.714606572,0.866022845,78.83760654
13.5415992,434.8857267,5.889048209,0.898196424,78.84057347
14.66870954,433.9299195,6.365191949,0.986976624,78.84970822
16.20159863,432.7362807,7.011019531,1.10945514,78.86454704
17.17002228,432.0349574,7.418049844,1.187812715,78.87469166
18.16011312,431.3571262,7.833494208,1.268616141,78.88591652
19.17326823,430.7027103,8.257978593,1.351939699,78.89852362
20.44409775,429.9339276,8.789611242,1.457265119,78.91595244
22.65280177,428.7237712,9.711794605,1.642116036,78.95054743
25.49816533,427.3758816,10.89730089,1.882746966,79.0032043
27.4540325,426.5727272,11.71114152,2.049215138,79.04469909
28.18644308,426.2958218,12.01576292,2.111688478,79.06135241
28.95181835,426.0198468,12.33404922,2.17701929,79.07940559
29.92912014,425.6866124,12.74042576,2.260480469,79.10342326
30.00050774,425.6630836,12.77010863,2.266578104,79.10522011
30.03241016,425.6521668,12.78336046,2.269316232,79.10602418
30.06096798,425.641308,12.79518973,2.271800551,79.10674292
30.09572388,425.626938,12.8095508,2.274859638,79.10761678
30.13051637,425.6120842,12.82391187,2.277937067,79.10849206
30.1653145,425.5971853,12.83827294,2.281017316,79.10936877
30.22112754,425.5733443,12.86130632,2.285958244,79.11077789
30.29511112,425.541777,12.89183542,2.292510778,79.11265124
30.36910264,425.5102521,12.92236452,2.299067293,79.11453105
30.46821862,425.4681209,12.96325572,2.307854446,79.11705904
30.63413204,425.3978767,13.03169472,2.322573644,79.12131607
30.97818783,425.253408,13.17357995,2.353134138,79.13024527
31.54741636,425.0212648,13.4083228,2.403696825,79.14749147
31.92607763,424.8468396,13.56369318,2.438116931,79.16018126
32.30502342,424.6727631,13.71906356,2.472679638,79.17308564
32.55522414,424.5588345,13.82160802,2.495539389,79.18171944
32.57826485,424.5484011,13.83105025,2.497645491,79.18251909
32.6410522,424.520026,13.85678033,2.503385339,79.18470216
32.79586664,424.4504731,13.92022111,2.517539786,79.19010979
33.02920553,424.3469941,14.01584409,2.538869627,79.19832779
33.23668796,424.2451045,14.10050216,2.558204737,79.20567173
33.4448728,424.1355715,14.18516024,2.577891906,79.21308098
33.67989965,424.0132894,14.28072504,2.600125962,79.22152379
33.91492712,423.8926932,14.3762898,2.622360329,79.2300504
34.14994105,423.7739259,14.47185459,2.644587911,79.2386607
34.21053383,423.7435645,14.49649355,2.650318927,79.24089421
34.24780062,423.7243089,14.51162565,2.653865477,79.24226869
34.34055763,423.6730748,14.54916964,2.662812633,79.24568817
34.47905673,423.5953976,14.60516974,2.676230282,79.25081339
34.66747394,423.4915414,14.68138198,2.69445546,79.25783609
34.85578346,423.3901169,14.75759423,2.712626661,79.26491354
35.08224408,423.2710653,14.84929883,2.734427389,79.27350194
35.62928069,422.9969179,15.07107592,2.786832942,79.29459487
35.9506693,422.835079,15.20120409,2.817789353,79.3071842
36.04352067,422.7837666,15.23861543,2.826916459,79.31083293
36.06334922,422.7728669,15.24660554,2.828864706,79.31161392
36.07458619,422.7667158,15.25113433,2.829968049,79.31205686
36.10837014,422.7482859,15.26475158,2.833283796,79.31338987
36.16137426,422.7195687,15.28612053,2.838481278,79.31548526
36.2389383,422.6779937,15.31740173,2.846076287,79.31856043
36.36959606,422.6086883,15.37010729,2.858858288,79.32376269
36.5115965,422.5146404,15.42668406,2.873454176,79.3293775
36.65362256,422.4210258,15.48326084,2.888062912,79.33502439
36.82463691,422.3100832,15.55141548,2.905623128,79.34186961
36.9955458,422.2013699,15.61957012,2.923130484,79.34876142
37.20824634,422.068973,15.70444632,2.944862859,79.35740892
37.48859863,421.8984391,15.81638125,2.973444529,79.36892266
37.64114174,421.8072523,15.87730657,2.988976007,79.37524168
37.79367162,421.7169496,15.93823191,3.004500854,79.38159735
37.94618891,421.6275124,15.99915723,3.02001939,79.38798965
38.13153682,421.5199807,16.07320467,3.038871004,79.39580795
38.7179408,421.1880796,16.30753513,3.098454669,79.42090446
38.88001891,421.0985787,16.3723207,3.114904976,79.42793801
38.88332322,421.0967637,16.37364157,3.115240275,79.42808184
38.88347221,421.0966819,16.37370113,3.115255394,79.42808833
38.88350761,421.0966624,16.37371528,3.115258987,79.42808987
38.88351603,421.0966578,16.37371864,3.11525984,79.42809023
38.88351906,421.0966561,16.37371985,3.115260148,79.42809036
38.88352015,421.0966555,16.37372029,3.115260258,79.42809041
38.88352022,421.0966555,16.37372032,3.115260266,79.42809042
38.88352023,421.0966555,16.37372032,3.115260267,79.42809042
38.88352023,421.0966555,16.37372032,3.115260267,79.42809042
38.88352023,421.0966555,16.37372032,3.115260267,79.42809042
38.88352023,421.0966555,16.37372032,3.115260267,79.42809042
38.88352023,421.0966555,16.37372032,3.115260267,79.42809042
38.88352023,421.0966555,16.37372032,3.115260267,79.42809042
38.88352023,421.0966555,16.37372032,3.115260267,79.42809042
38.88352024,421.0966555,16.37372033,3.115260267,79.42809042
38.88352024,421.0966555,16.37372033,3.115260268,79.42809042
38.88352026,421.0966555,16.37372033,3.11526027,79.42809042
38.88352029,421.0966555,16.37372034,3.115260272,79.42809042
38.88352034,421.0966554,16.37372037,3.115260278,79.42809042
38.88352046,421.0966554,16.37372041,3.11526029,79.42809043
38.88352068,421.0966552,16.3737205,3.115260312,79.42809044
38.88352113,421.096655,16.37372068,3.115260358,79.42809045
38.88352204,421.0966545,16.37372104,3.11526045,79.42809049
38.88352385,421.0966535,16.37372177,3.115260634,79.42809057
38.88352749,421.0966515,16.37372323,3.115261004,79.42809073
38.88353526,421.0966472,16.37372633,3.115261792,79.42809107
38.88354725,421.0966407,16.37373112,3.115263009,79.42809159
38.88356629,421.0966302,16.37373874,3.115264941,79.42809242
38.88357959,421.0966229,16.37374405,3.115266291,79.428093
38.8835929,421.0966156,16.37374937,3.11526764,79.42809358
38.88361055,421.0966059,16.37375643,3.115269432,79.42809435
38.88363234,421.0965939,16.37376514,3.115271643,79.4280953
38.88365413,421.0965819,16.37377385,3.115273854,79.42809624
38.88368466,421.0965652,16.37378605,3.115276952,79.42809757
38.88373135,421.0965395,16.37380472,3.11528169,79.42809961
38.88379308,421.0965056,16.37382939,3.115287954,79.42810229
38.88386727,421.0964649,16.37385905,3.115295483,79.42810552
38.88396181,421.0964129,16.37389684,3.115305078,79.42810964
38.88409593,421.0963392,16.37395045,3.115318688,79.42811548
38.88429193,421.0962315,16.3740288,3.115338581,79.42812401
38.88457158,421.0960777,16.37414058,3.115366966,79.42813618
38.8849794,421.0958533,16.37430358,3.115408365,79.42815393
38.88560135,421.0955108,16.37455216,3.115471513,79.428181
38.88658458,421.0949686,16.37494511,3.115571374,79.4282238
38.88814525,421.094106,16.37556876,3.11572996,79.42829172
38.89074718,421.0926625,16.37660828,3.115994563,79.42840495
38.89520379,421.0901748,16.37838816,3.116448395,79.42859884
38.90063762,421.0871153,16.38055728,3.117002795,79.42883517
38.91322698,421.0799176,16.38557841,3.118291632,79.42938242
38.93010642,421.0700333,16.39230121,3.120029051,79.43011553
38.9590053,421.0525167,16.40378723,3.123027566,79.43136911
38.99872972,421.027287,16.41952937,3.127195875,79.4330894
39.03858144,421.0007359,16.43527151,3.131427987,79.43481228
39.05241049,420.9912555,16.44072332,3.132907497,79.43540955
39.06625058,420.9816629,16.44617513,3.134392542,79.43600714
39.09239647,420.9633242,16.45646517,3.137207201,79.43713593
39.11856802,420.9447338,16.4667552,3.140034725,79.43826587
39.14475921,420.9259571,16.47704524,3.142872092,79.43939696
39.17096573,420.9070409,16.48733527,3.14571714,79.4405292
39.19718408,420.8880228,16.49762531,3.148568124,79.44166259
39.23262805,420.8622161,16.51153079,3.152427675,79.44319606
39.27942914,420.8280278,16.5298847,3.157531144,79.44522334
39.32624434,420.7937699,16.54823861,3.162641682,79.44725432
39.37306729,420.7595106,16.56659252,3.167756105,79.44928902
39.43928361,420.7064297,16.5923602,3.175177004,79.45215203
39.52954861,420.6349921,16.62751137,3.185267955,79.45606981
39.61972724,420.5647966,16.66266253,3.195315621,79.46000162
39.70981233,420.4959105,16.69781369,3.205316404,79.46394743
39.8363151,420.4012656,16.74723729,3.219297821,79.46951889
39.96262897,420.3092066,16.79666088,3.23318456,79.47511772
40.08875596,420.2196867,16.84608447,3.246977632,79.48074373
40.24691326,420.1107108,16.90815934,3.264173482,79.4878481
40.43938965,419.9827748,16.98384708,3.284957687,79.49656756
40.6695368,419.8361888,17.07454333,3.309614497,79.50709796
40.95199664,419.6651911,17.1861275,3.339603273,79.52017476
41.23374872,419.5037367,17.29771166,3.369237307,79.53338382
41.52228007,419.3468516,17.41223742,3.399327621,79.54707699
41.81025349,419.1977258,17.52676318,3.429138291,79.56090638
42.10756135,419.0504235,17.64519142,3.459725037,79.57534891
42.46716034,418.8796884,17.78863089,3.496521757,79.59303308
42.92278495,418.671928,17.97056513,3.542953135,79.61576279
43.50648282,418.4162343,18.20381871,3.60225734,79.64539133
44.14366519,418.1459063,18.45849289,3.666948145,79.67997503
44.79670046,417.8762225,18.71947597,3.733275754,79.71624499
45.45024671,417.6095934,18.98045905,3.79985947,79.75323069
46.10492199,417.3403033,19.24144212,3.867009074,79.79093447
46.6234085,417.1195886,19.44753697,3.920789032,79.82122215
46.62348085,417.1189007,19.44753508,3.920825295,79.82122215
46.62840991,417.1167222,19.4494895,3.921341387,79.82151155
46.63333613,417.1145695,19.45144393,3.921856056,79.821801
46.63826075,417.1124317,19.45339835,3.922369918,79.82209049
46.6431846,417.1103012,19.45535278,3.922883401,79.82238001
46.65177269,417.1065959,19.4587621,3.923778552,79.82288514
46.66755573,417.0998005,19.46502818,3.925423152,79.82381384
46.67890656,417.0949176,19.46953468,3.926605854,79.82448202
46.69025788,417.0900326,19.47404118,3.927788802,79.82515041
46.70134713,417.0852588,19.47844345,3.928944622,79.82580356
46.70816848,417.0823216,19.48115135,3.929655685,79.82620542
46.71314076,417.0801805,19.48312518,3.930174034,79.82649838
46.71700441,417.0785166,19.4846589,3.930576831,79.82672605
46.7208681,417.0768525,19.48619262,3.930979651,79.82695373
46.72378293,417.0755971,19.48734966,3.931283556,79.8271255
46.72669778,417.0743416,19.48850671,3.931587474,79.82729727
46.72961266,417.073086,19.48966376,3.931891406,79.82746905
46.73172817,417.0721747,19.49050349,3.932111994,79.82759371
46.73384369,417.0712633,19.49134323,3.932332589,79.82771837
46.73554418,417.0705308,19.49201822,3.932509912,79.82781857
46.73724469,417.0697982,19.49269321,3.932687239,79.82791877
46.7389452,417.0690655,19.4933682,3.93286457,79.82801896
46.74105158,417.068158,19.49420428,3.93308423,79.82814307
46.744119,417.0668364,19.49542183,3.933404121,79.8283238
46.74680531,417.0656789,19.49648809,3.933684277,79.82848207
46.74949165,417.0645213,19.49755435,3.933964444,79.82864034
46.752178,417.0633637,19.49862062,3.934244623,79.82879862
46.75486438,417.062206,19.49968688,3.934524813,79.82895691
46.75755079,417.0610482,19.50075314,3.934805014,79.8291152
46.76023721,417.0598904,19.50181941,3.935085227,79.8292735
46.76292366,417.0587325,19.50288567,3.935365451,79.8294318
46.76618963,417.0573247,19.50418193,3.935706136,79.82962426
46.77011343,417.0556332,19.50573927,3.936115462,79.82985551
46.77403728,417.0539416,19.50729662,3.936524811,79.83008677
46.77796119,417.0522499,19.50885396,3.936934185,79.83031805
46.78332391,417.0499376,19.51098232,3.9374937,79.83063417
46.79035959,417.0469036,19.51377459,3.938227815,79.83104895
46.79739543,417.0438692,19.51656686,3.938962009,79.83146379
46.80607311,417.040126,19.52001063,3.939867615,79.83197551
46.81788198,417.0350313,19.52469688,3.941100145,79.83267201
46.83300825,417.0285036,19.53069935,3.942679175,79.83356438
46.85199393,417.0203078,19.53823293,3.944661491,79.83468477
46.87757696,417.0092595,19.54838365,3.94733335,79.83619502
46.91517258,416.9930141,19.56329922,3.95126125,79.83841546
46.97327974,416.9678845,19.58634908,3.957335537,79.84184938
47.06733665,416.9271565,19.62365083,3.967176461,79.84741139
47.20251653,416.8684718,19.67724093,3.981340467,79.85540654
47.37670228,416.792575,19.74625774,3.999628068,79.86569305
47.55099031,416.7163379,19.81527454,4.017966931,79.87594081
47.7253764,416.6398015,19.88429135,4.036354947,79.8861118
47.90513078,416.5606922,19.95539444,4.055347349,79.89646414
48.13245018,416.46042,20.04526042,4.079417124,79.9092953
48.23402261,416.4155452,20.08539682,4.090190286,79.9149277
48.33562175,416.3706288,20.12553322,4.100976839,79.92049675
48.43724695,416.3256768,20.16566962,4.111776454,79.92600307
48.53889747,416.280696,20.20580602,4.122588761,79.93144455
48.67876083,416.2187904,20.26101495,4.137481363,79.93881651
49.05186105,416.0537126,20.4082089,4.177290619,79.95774693
49.51324827,415.8499646,20.59008254,4.226670898,79.97951604
49.71149111,415.7626118,20.66817938,4.247936231,79.98827508
49.90979861,415.6754143,20.74627622,4.269233969,79.99663746
50.10819152,415.5881987,20.82437305,4.290574518,80.00458499
50.30665839,415.5010601,20.90246989,4.311952135,80.01210142
50.5051787,415.4141668,20.98056673,4.333356536,80.01917174
50.66256835,415.345478,21.04246867,4.350340559,80.02445076
50.81998881,415.2769628,21.1043706,4.367340027,80.02943518
51.26510722,415.0843073,21.27934152,4.415468872,80.04188069
51.71044758,414.8931876,21.45431243,4.463708967,80.05186375
52.08043725,414.7356806,21.59961559,4.503849959,80.05825821
52.4505672,414.5792869,21.74491875,4.544061264,80.0629322
52.82083543,414.4240001,21.89022191,4.584341875,80.06591185
53.06528791,414.3221088,21.98612199,4.610964894,80.06696814
53.39616738,414.1849671,22.11588983,4.647038616,80.06729068
53.81499333,414.012607,22.28008568,4.692764363,80.06596089
54.25694588,413.8321564,22.45326891,4.741094119,80.06258972
54.69911329,413.652997,22.62645214,4.789531563,80.05737244
55.14150488,413.4750298,22.79963537,4.838081374,80.05050798
55.60476412,413.2862126,22.98068237,4.889226583,80.04024967
55.9598203,413.1367806,23.11906,4.928808223,80.02814082
56.2614627,413.0115314,23.23663287,4.962422885,80.01664458
56.56308268,412.8877813,23.35420571,4.996026311,80.00430085
57.09482137,412.671892,23.56142796,5.055319156,79.9813437
57.64075005,412.4533791,23.77412213,5.116252305,79.95710583
58.04752602,412.2922907,23.93254747,5.161708943,79.93924199
58.45448226,412.1321732,24.09097281,5.20725594,79.92213697
58.86166002,411.9727194,24.24939815,5.25291396,79.90621794
59.19897114,411.8410335,24.38056546,5.290811842,79.89418751
59.536474,411.7095139,24.51173277,5.328805826,79.88341664
59.87418133,411.5780715,24.64290008,5.36690229,79.87406411
60.21210107,411.446652,24.7740674,5.405105222,79.86625882
60.551318,411.3148153,24.90565418,5.44353885,79.86008239
60.89075247,411.1829786,25.03724097,5.482081508,79.85562941
61.2304046,411.0511423,25.16882775,5.520733262,79.85293359
61.57027456,410.9193068,25.30041454,5.559494198,79.85199455
61.91036225,410.787474,25.43200133,5.598364264,79.8527781
62.25066672,410.6556517,25.56358811,5.637342982,79.85521736
62.59118582,410.5238551,25.6951749,5.676429275,79.85921467
62.93419667,410.3912264,25.82764215,5.715884001,79.86468487
63.27741663,410.2586797,25.9601094,5.75544354,79.87145339
63.62083953,410.1262549,26.09257665,5.795104795,79.87934617
64.02499698,409.9707294,26.24837471,5.841876273,79.88979275
64.42941164,409.8155191,26.40417277,5.888776666,79.90120054
64.92019283,409.6278406,26.5931184,5.945817642,79.91580727
65.41130672,409.4408959,26.78206402,6.003025374,79.93073573
65.8081354,409.290548,26.9346478,6.049337848,79.94266696
66.20515268,409.1408372,27.08723159,6.095744843,79.9541571
66.60234665,408.991826,27.23981537,6.142240403,79.96495739
66.99970749,408.8435633,27.39239915,6.188819601,79.97485662
67.39722732,408.6960848,27.54498294,6.235478485,79.98368284
67.79490028,408.5494131,27.69756672,6.282214121,79.99130572
68.19272268,408.4035569,27.8501505,6.329024658,79.99763758
68.59071257,408.2583958,28.00273428,6.375919142,80.00263268
68.98885864,408.1139856,28.15531806,6.422891907,80.00628498
69.38714565,407.970404,28.30790185,6.469935313,80.00862465
69.78557768,407.8276139,28.46048563,6.517051406,80.00971375
69.97430147,407.7593368,28.53267476,6.539453356,80.00979383
69.97400675,407.7574678,28.5324238,6.539556596,80.00975326
69.97370038,407.7556667,28.53217285,6.539653993,80.00968329
69.97338088,407.7539421,28.53192189,6.539744808,80.00958348
69.97213241,407.7484583,28.53102911,6.540011837,80.00899284
69.96866746,407.7396437,28.52899954,6.540304728,80.00637451
69.96319881,407.7349926,28.52644435,6.54011895,80.00082859
69.95678553,407.7358464,28.52388916,6.539459714,79.99319402
69.9496849,407.740707,28.52133397,6.538455963,79.98398982
69.94214514,407.7481285,28.51877878,6.537232113,79.97375796
69.93452231,407.756036,28.5162236,6.535966632,79.96303784
69.92880348,407.7528427,28.51366841,6.535655459,79.95235368
69.92324114,407.7556316,28.51159536,6.534940586,79.94401841
69.91712344,407.7616598,28.5095223,6.533947359,79.93625171
69.9107248,407.7693277,28.50744925,6.532813322,79.92925237
69.90422763,407.7775718,28.5053762,6.531629895,79.92318641
69.89772949,407.7858231,28.50330315,6.530445986,79.91818584
69.89127302,407.7938327,28.5012301,6.529282964,79.9143459
69.88487082,407.8015272,28.49915705,6.528147138,79.91172317
69.8785212,407.8089162,28.497084,6.52703767,79.91033488
69.87221685,407.8160423,28.49501094,6.525950888,79.91015945
69.86594889,407.8229573,28.49293789,6.524882352,79.91113837
69.85970863,407.8297119,28.49086484,6.523827693,79.9131793
69.85348795,407.8363533,28.48879179,6.522782852,79.91616032
69.84727935,407.8429253,28.48671874,6.521744062,79.91993516
69.83963484,407.8509934,28.48416445,6.520466811,79.92541291
69.83032465,407.8608659,28.48105668,6.518908179,79.93285069
69.82098588,407.8709079,28.47794891,6.51733523,79.94061281
69.81351217,407.8791002,28.47547253,6.516065679,79.94667999
69.80599964,407.887521,28.47299614,6.514776667,79.95232719
69.79844165,407.8962093,28.47051976,6.513464876,79.95733174
69.79083369,407.9051915,28.46804338,6.512128038,79.96152033
69.8091797,407.9030988,28.47538072,6.513985983,79.9635473
69.87726799,407.8829882,28.50174887,6.521744665,79.96448669
69.93295587,407.8663273,28.52329787,6.528107238,79.96520836
69.98868434,407.8494564,28.54484686,6.534490152,79.96589024
70.09390647,407.8171246,28.58549539,6.546580479,79.96706689
70.39640025,407.7218097,28.70214771,6.581542395,79.96964313
70.69949619,407.6238386,28.81880003,6.616806126,79.97106332
71.00296113,407.5245862,28.93545236,6.652254803,79.97141878
71.30666061,407.4248385,29.05210468,6.68782103,79.97086581
71.61054059,407.32491,29.16875701,6.723477736,79.9696111
71.91459329,407.2248481,29.28540933,6.759221005,79.96789164
72.29377496,407.0998566,29.43078542,6.803896238,79.96549896
72.67326944,406.9744174,29.5761615,6.848728258,79.96321049
72.98392081,406.8714332,29.69507246,6.885520236,79.96166626
73.29479403,406.7680906,29.81398342,6.922423409,79.96061415
73.60588949,406.6643932,29.93289438,6.959437972,79.96016359
73.92831859,406.5566358,30.05604849,6.997889975,79.96038573
74.25098074,406.4485384,30.1792026,7.036458787,79.96130361
74.58674311,406.3358151,30.30726506,7.076685265,79.96293072
74.92274155,406.2228222,30.43532751,7.117030067,79.96512814
75.2589653,406.1096223,30.56338997,7.157487799,79.96774243
75.43317754,406.0509326,30.62971208,7.178483371,79.96921699
75.43841492,406.0483172,30.63164143,7.179179076,79.96962261
75.38454309,406.0645968,30.6109941,7.172825074,79.9700051
75.33774481,406.0790498,30.59307982,7.167283372,79.97031229
75.29089171,406.0938164,30.57516555,7.161714196,79.97059445
75.19339012,406.1253946,30.53794523,7.150065316,79.97109914
74.87400872,406.2346565,30.41641722,7.111514771,79.97197509
74.55350474,406.3509732,30.2948892,7.072401568,79.97168922
74.23246085,406.4712505,30.17336119,7.033017757,79.97031024
73.91123961,406.5935484,30.05183318,6.993545057,79.96796536
73.58675775,406.7181256,29.92906818,6.95367507,79.96479602
73.26236809,406.8432943,29.80630319,6.913851296,79.96103684
72.83614259,407.0084023,29.64492202,6.861602102,79.95563109
72.41018318,407.1739577,29.48354086,6.809486281,79.95013734
71.98452985,407.33974,29.32215967,6.757523872,79.94503004
71.63185272,407.4772282,29.1883488,6.71456789,79.94135895
71.27943183,407.6146116,29.05453792,6.671740338,79.93840074
70.92728295,407.7517965,28.92072705,6.629049118,79.93625614
70.5754171,407.8887147,28.78691617,6.586499759,79.93495636
70.22384067,408.0253233,28.65310529,6.544095466,79.9344674
69.87255594,408.1616027,28.51929442,6.501837372,79.93469729
69.52156178,408.2975528,28.38548354,6.459724918,79.93550717
69.11252422,408.4557316,28.22940664,6.410786298,79.93694062
68.86562848,408.5532878,28.13527893,6.381166308,79.93819036
68.65746322,408.6372019,28.05599366,6.356116153,79.93956489
68.41353576,408.7341116,27.96294576,6.326904097,79.94121825
68.17059591,408.825792,27.86989786,6.298187051,79.94278219
67.87010324,408.9426051,27.75497683,6.26249682,79.94437248
67.56960215,409.060508,27.64005578,6.226802369,79.94541751
67.26936496,409.1778596,27.52513477,6.191240188,79.94579807
66.96943708,409.2943728,27.41021375,6.155833037,79.94548033
66.66978355,409.4102496,27.29529273,6.120563396,79.94451124
66.57381753,409.4472708,27.2584679,6.109288673,79.94407157
66.50093392,409.4723196,27.23029167,6.100934587,79.94396368
66.37398095,409.5152013,27.18115417,6.08644143,79.94383959
66.25613407,409.5552807,27.13554959,6.072979462,79.94370674
66.13826599,409.5956339,27.08994498,6.059506878,79.94355597
65.83267355,409.7012665,26.97172973,6.024554801,79.9430821
64.92563868,410.0211858,26.62088736,5.920778224,79.94099526
63.7096561,410.4619284,26.1503883,5.781809292,79.93669993
62.70453335,410.8336263,25.76113082,5.667284764,79.93196905
61.70066152,411.2090978,25.37187335,5.553387209,79.9263439
60.57662047,411.633224,24.93534958,5.426525409,79.91920842
59.26012007,412.134266,24.42312609,5.278899935,79.91009739
57.61594671,412.7626986,23.78171365,5.096229094,79.89827531
56.34805693,413.2486134,23.2857564,4.956701776,79.88925589
55.08225277,413.741225,22.78979874,4.818219822,79.88081133
53.81879539,414.2389558,22.29384161,4.680914085,79.87327492
52.5579187,414.7402489,21.79788429,4.544901838,79.86690682
51.97408772,414.9736937,21.56787916,4.482282472,79.86439363
51.7970692,415.0422391,21.49797158,4.463465813,79.86389002
51.6190545,415.1112677,21.42765115,4.444562713,79.86339344
51.44108326,415.1804232,21.35733072,4.425681395,79.8629029
50.88193309,415.3984403,21.13627564,4.366482349,79.86139988
49.85672984,415.8008369,20.73046999,4.258441357,79.85880253
48.06650415,416.5034761,20.01986606,4.071758384,79.85479119
45.98085727,417.3281947,19.18910816,3.85716002,79.85098987
43.90235677,418.163206,18.35835026,3.646143518,79.84812109
41.83108532,419.008788,17.52759236,3.438750323,79.84609339
39.76697156,419.8668846,16.69683446,3.234944667,79.84475411
37.59402722,420.7903751,15.81920481,3.023463299,79.84386467
35.52562062,421.6928773,14.98090118,2.82505175,79.84329495
33.46413688,422.6195223,14.14259754,2.630110032,79.84276775
31.40959494,423.5741951,13.3042939,2.438647649,79.84208019
30.67361067,423.9245797,13.00329751,2.370758117,79.84177058
30.43384467,424.0404744,12.90518193,2.348699544,79.84164423
30.41025318,424.0533355,12.8955693,2.346487763,79.84159853
30.38666594,424.0661581,12.88595669,2.344278109,79.84155888
30.36308357,424.0789327,12.87634407,2.342070897,79.8415258
30.29440918,424.1158338,12.84833861,2.335655766,79.84146693
30.17453135,424.179194,12.79940839,2.324501494,79.84149505
30.05478006,424.2412736,12.75047817,2.313410637,79.84168548
29.93513553,424.3023365,12.70154795,2.302373297,79.84203179
29.81557491,424.3626952,12.65261773,2.291378012,79.84252657
29.64344246,424.4490089,12.58212977,2.275590704,79.84348085
29.34449321,424.5985203,12.4596284,2.248254408,79.8457274
29.04574787,424.7481278,12.33712703,2.221020309,79.84859837
28.74717795,424.8982518,12.21462565,2.193874135,79.8519198
28.44878222,425.0489244,12.09212428,2.166815268,79.85550842
28.04638835,425.2530935,11.92681341,2.130440539,79.86042081
27.61050354,425.4756839,11.74759788,2.09118432,79.86543414
27.25546962,425.6582619,11.60151583,2.059318257,79.86900703
26.90066344,425.8420541,11.45543377,2.027566337,79.87188271
26.54607926,426.0271964,11.30935172,1.995925688,79.87392151
26.19171399,426.2137894,11.16326967,1.964394763,79.87504613
25.83756647,426.4019071,11.01718762,1.932972976,79.87523951
25.48363696,426.591604,10.87110557,1.901660457,79.87454103
25.12992689,426.7829175,10.72502352,1.870457924,79.87304002
24.76108021,426.9842936,10.57259234,1.838017827,79.87076216
24.39247867,427.1874668,10.42016117,1.805700593,79.86793565
24.31304101,427.2328018,10.38732863,1.798717843,79.86674383
24.23422063,427.2776997,10.35474205,1.791798496,79.86554346
24.15542424,427.322468,10.3221555,1.784891167,79.86434922
24.00988459,427.4049961,10.26194463,1.77215547,79.86220488
23.81244298,427.516915,10.18022216,1.75491736,79.85951622
23.57066488,427.6542241,10.0800944,1.733862454,79.85674002
23.32902433,427.7918569,9.979966638,1.712876491,79.85468641
23.08752154,427.9298175,9.879838877,1.691959572,79.85346004
22.84615707,428.068103,9.779711116,1.671111984,79.85308434
22.60492881,428.2067613,9.679583355,1.650332665,79.85350473
22.36391443,428.3443144,9.579455595,1.629660547,79.85460107
22.12316367,428.4797589,9.479327834,1.609120556,79.85620474
21.95830443,428.5746402,9.410772423,1.595046144,79.85750776
21.79346739,428.6705205,9.342217012,1.580982856,79.85888692
21.62868321,428.7668144,9.273661601,1.566946059,79.86027395
21.38114332,428.9120047,9.170629045,1.545908057,79.86221961
21.13373036,429.0580194,9.067596489,1.524933669,79.86386557
20.88643139,429.205151,8.964563936,1.504016417,79.86507901
20.63924073,429.3535552,8.861531384,1.483153453,79.8657778
20.38241278,429.5092007,8.754433821,1.461525142,79.86593201
20.12570491,429.6662552,8.647336263,1.439957019,79.86553632
19.87729704,429.8197039,8.543653928,1.419133839,79.86468342
19.63708513,429.9691658,8.443341112,1.399048894,79.86345822
19.37169056,430.1321003,8.332385945,1.376984482,79.86192427
19.03965315,430.3336188,8.19340284,1.349545652,79.86008133
18.77100938,430.4978456,8.0808791,1.327421263,79.85884539
18.50250404,430.6636198,7.968355364,1.305366251,79.85800427
18.23412887,430.8312003,7.855831627,1.283376487,79.85762341
18.18322004,430.8632095,7.834480545,1.27921133,79.85760476
18.03980599,430.9537505,7.774322049,1.267488637,79.85764131
17.65847923,431.1971781,7.614286413,1.236397808,79.85823667
17.27742506,431.444544,7.454250777,1.205443603,79.85932702
16.89375746,431.6980869,7.293002775,1.174391875,79.86055097
16.51036317,431.9562628,7.131754772,1.143477138,79.86155334
16.12724387,432.2193442,6.970506769,1.112700227,79.8620948
15.81565069,432.4372327,6.839276216,1.087755787,79.86212836
15.7261035,432.5005211,6.801547957,1.080601703,79.8620678
15.59685655,432.5924047,6.74708168,1.070287548,79.86193048
15.24273391,432.8474428,6.597778393,1.042099465,79.86134831
